freelancer_id,age,gender,country,years_experience,num_skills,profile_completeness,has_portfolio,has_video_profile,has_certifications,primary_skill,hourly_rate_usd,total_jobs_completed,job_success_rate,repeat_client_rate,avg_response_time_hrs,total_earnings_12m_usd,success_score,churn_risk,earnings_tier
FL_000213,27,Female,Other,0.1,11,82.2,1,0,0,AI & Machine Learning,280,25,95.6,0.189,13.5,245000,83.5,0,High
FL_000214,47,Male,Pakistan,2.2,8,60.1,1,0,0,Mobile App Development,280,30,85.3,0.337,5.9,245000,78.3,0,High
FL_000215,39,Male,United States,6,12,61,1,1,0,Virtual Assistant,193.87,36,65.2,0.121,15.2,245000,88.9,0,High
FL_000216,42,Male,Germany,0.1,8,79.6,0,1,1,Data Science & Analytics,177.92,17,86.2,0.305,25.9,44697,63.5,0,High
FL_000217,48,Male,United Kingdom,7.2,8,52.5,1,0,0,Graphic Design,280,31,89.7,0.477,15.6,88719,96.4,0,High
FL_000218,22,Male,Brazil,1.8,14,91.7,0,0,1,Video Editing,280,20,91.6,0.236,14.9,26867,79.8,0,Medium
FL_000219,30,Female,United States,0.5,14,64.2,1,0,0,Content Writing / Copywriting,120.42,21,76,0.204,10.6,34348,62.1,1,Medium
FL_000220,33,Female,United States,3.2,7,60.5,1,0,1,AI & Machine Learning,280,30,89.4,0.35,13.1,64546,65.3,0,High
FL_000221,50,Female,United States,11.6,15,100,1,1,1,Web Development,280,44,84.3,0.504,21.5,167987,99,0,High
FL_000222,45,Female,India,3,6,70.8,0,1,0,Data Science & Analytics,129.19,29,84.3,0.351,8.3,245000,80.7,0,High
FL_000223,41,Male,Brazil,4.4,13,83.5,1,0,0,Mobile App Development,280,28,87.7,0.452,20.5,245000,93.3,0,High
FL_000224,26,Female,Ukraine,6.4,12,88.6,1,0,0,Data Science & Analytics,280,37,76.5,0.358,17.3,105568,88.2,0,High
FL_000225,48,Male,Pakistan,6.1,7,100,1,0,1,Data Science & Analytics,198.24,40,75.3,0.376,19.1,113180,99,0,High
FL_000226,48,Male,Other,0.3,10,69.5,1,1,1,Video Editing,280,26,88.5,0.275,14.7,245000,84.5,0,High
FL_000227,32,Female,India,5.1,8,81.8,1,0,0,Content Writing / Copywriting,280,29,,0.416,20.9,63991,85.9,0,High
FL_000228,32,Male,Other,11.3,10,77.1,1,0,1,Mobile App Development,280,41,79.1,0.407,15.7,141771,99,0,High
FL_000229,40,Female,Other,4.6,15,100,1,0,0,AI & Machine Learning,280,34,87.6,0.194,21,245000,94.7,0,High
FL_000230,50,Male,United Kingdom,6.9,11,46.6,1,1,0,Digital Marketing,258.45,36,100,0.371,9.5,190180,99,1,High
FL_000231,50,Female,United States,2.5,11,76.4,1,1,0,Digital Marketing,194.08,36,100,0.399,17.7,245000,97.9,0,High
FL_000232,31,Male,Ukraine,1.5,13,78.7,1,0,0,Digital Marketing,184.15,19,83.5,0.348,24.5,21930,82.5,0,Medium
FL_000233,46,Male,India,4.3,9,77.2,1,0,1,Accounting & Finance,68.71,29,,0.286,30.6,13133,61.4,0,Medium
FL_000234,43,Female,Germany,2.6,8,55.9,1,0,1,Graphic Design,280,32,82.9,0.523,11.8,245000,81,0,High
FL_000235,48,Male,United States,8.6,14,49.3,0,1,0,Web Development,280,37,82.2,0.283,10.2,175443,82.9,0,High
FL_000236,45,Male,Philippines,13.9,5,54.3,1,0,1,Accounting & Finance,114.43,54,100,0.367,29.4,237817,99,0,High
FL_000237,27,Male,Philippines,6.5,15,92.8,0,1,0,Data Science & Analytics,280,28,73,0.153,20.4,42114,70,0,High
FL_000238,50,Female,United States,18.7,11,78.7,0,1,0,Digital Marketing,153.16,58,77.9,0.248,24.9,182195,99,0,High
FL_000239,21,Female,India,1.6,8,50.9,0,1,1,Video Editing,93.57,26,76.6,0.35,9,24779,64.3,1,Medium
FL_000240,21,Male,United States,8.6,11,100,1,0,1,Mobile App Development,184.83,43,94.9,0.441,15.6,90596,99,0,High
FL_000241,45,Female,United Kingdom,1.5,9,100,0,1,1,Digital Marketing,280,21,93,0.313,,141680,88.1,0,High
FL_000242,47,Female,Canada,0.5,11,83.8,1,0,0,Video Editing,196.37,20,88.1,0.211,16.7,32587,75.8,0,Medium
FL_000243,50,Female,India,3.7,4,85.8,1,0,1,Content Writing / Copywriting,174.49,25,87.2,0.38,12.4,146371,80.4,0,High
FL_000244,45,Female,Brazil,2.3,12,80.4,1,1,1,AI & Machine Learning,280,25,85.5,0.477,16.1,176091,99,0,High
FL_000245,40,Male,India,9.7,12,69,1,1,1,Digital Marketing,280,48,84.6,0.337,12,245000,91.2,0,High
FL_000246,33,Female,Nigeria,2.6,6,49.7,0,0,1,Web Development,280,30,63.8,0.264,11.6,43597,57.5,0,High
FL_000247,29,Male,Other,10,8,61.7,1,0,0,Web Development,280,40,88.6,0.265,2.1,130760,91.5,0,High
FL_000248,23,Male,India,0.3,15,78.1,0,1,0,Web Development,192.65,29,,0.223,11.6,126480,81,0,High
FL_000249,27,Other,Other,6.7,10,88.2,0,0,0,Graphic Design,280,35,81.5,0.229,18,176130,93.9,0,High
FL_000250,26,Female,Philippines,5.4,11,75.3,1,0,1,Graphic Design,187.62,29,94.6,0.385,,237208,95.3,0,High
FL_000251,28,Male,India,4.8,10,77.5,1,0,0,Virtual Assistant,280,37,72.4,0.374,18.7,245000,84.3,0,High
FL_000252,47,Male,Other,1.7,6,79.7,1,1,0,Content Writing / Copywriting,240.71,19,79,0.213,9.7,94264,72.3,0,High
FL_000253,29,Female,United States,5.8,10,80.7,1,0,0,Data Science & Analytics,280,31,90.6,0.468,18,245000,99,0,High
FL_000254,50,Male,United States,2.5,4,69.6,1,0,1,Video Editing,280,20,80.9,0.39,20.8,245000,88.9,0,High
FL_000255,25,Male,Pakistan,4.8,8,85.6,1,0,0,Web Development,280,36,99.9,0.23,24.9,83387,87.9,0,High
FL_000256,21,Male,Germany,3.1,12,61.2,1,1,1,Web Development,280,28,96.4,0.197,8.5,142769,90.6,0,High
FL_000257,39,Male,Brazil,0.7,5,83.9,1,0,1,Mobile App Development,218.16,30,95.6,0.403,,125494,77.5,0,High
FL_000258,30,Female,United States,0.3,6,54.7,1,1,1,Web Development,280,23,92.9,0.399,4.1,175771,81.4,0,High
FL_000259,32,Male,Other,1.7,12,59.9,1,0,0,AI & Machine Learning,276.59,25,92.3,0.169,8,96599,74.4,0,High
FL_000260,44,Female,Ukraine,10.3,6,67.5,0,1,0,AI & Machine Learning,280,40,64.4,0.46,5.9,133230,94.7,0,High
FL_000261,35,Male,Other,2.9,11,82.1,1,0,0,Data Science & Analytics,179.55,17,81.4,0.37,11.5,36125,88.8,0,Medium
FL_000262,47,Female,India,6.2,9,82.8,1,0,0,Graphic Design,280,44,78.6,0.365,23.3,245000,99,0,High
FL_000263,42,Other,Ukraine,3.3,10,65.4,1,0,1,AI & Machine Learning,280,28,63.3,0.304,,80511,58.7,1,High
FL_000264,44,Female,Other,12,8,56.3,1,0,1,Accounting & Finance,275,43,76.2,0.487,16.6,245000,99,0,High
FL_000265,29,Female,India,1.8,13,98.3,0,0,0,Digital Marketing,280,29,80.1,0.344,10.8,13713,60,1,Medium
FL_000266,40,Female,Other,0.2,15,80.1,1,0,0,Video Editing,280,15,91.5,0.185,11.8,41443,76.8,1,High
FL_000267,37,Male,India,5.8,10,76.8,1,0,0,Content Writing / Copywriting,219.44,35,89.9,0.358,,245000,97.1,0,High
FL_000268,50,Female,India,4.6,13,84.8,1,0,1,Web Development,280,42,82.5,0.613,7.2,180363,95.5,0,High
FL_000269,37,Female,Other,2.8,14,63.7,0,0,1,Digital Marketing,280,30,93.9,0.479,7.6,156041,90.9,0,High
FL_000270,46,Male,Other,1.5,13,96.1,1,1,1,Video Editing,,25,85.4,0.213,11.1,75688,83.3,0,High
FL_000271,40,Male,India,0.8,6,88.2,0,0,0,Virtual Assistant,192.61,29,75.2,0.44,6.5,182116,70.9,0,High
FL_000272,32,Female,United States,2.5,14,74.5,1,1,0,Graphic Design,229.79,27,84.2,0.312,9.6,39885,81.3,1,High
FL_000273,50,Female,Brazil,4.2,8,78,1,0,0,Virtual Assistant,280,19,70.8,0.23,13.3,73772,78.4,0,High
FL_000274,27,Male,Other,3.3,9,75.2,0,0,1,Graphic Design,228.33,34,99.5,,14.5,161890,79.6,0,High
FL_000275,22,Male,Pakistan,2.2,12,100,1,0,0,Mobile App Development,280,31,89.7,,,169292,94.3,0,High
FL_000276,23,Female,Nigeria,2.9,7,85.9,1,0,0,Digital Marketing,280,30,94.2,0.45,6.6,143372,85.9,0,High
FL_000277,37,Male,Brazil,0.4,11,87.7,1,1,1,Content Writing / Copywriting,75.89,23,82.7,0.31,8.2,10593,64.9,1,Low
FL_000278,25,Female,United States,4.5,11,80.1,1,0,0,Graphic Design,280,29,91,0.303,18.2,209068,85.8,0,High
FL_000279,37,Female,Other,5,13,79,1,0,1,Web Development,151.74,30,82.7,0.631,22.3,97498,96.5,0,High
FL_000280,44,Female,India,0,9,100,1,0,1,Mobile App Development,280,31,88.9,0.227,6.2,66638,81.9,0,High
FL_000281,37,Male,Nigeria,1.2,15,73.2,1,1,0,Graphic Design,224.47,30,88.5,0.48,21.6,172864,80,0,High
FL_000282,47,Female,United Kingdom,0.4,11,82.5,1,1,0,Digital Marketing,,27,71.8,0.217,38.2,245000,65.7,0,High
FL_000283,37,Female,United Kingdom,20,15,100,0,0,0,Web Development,,61,86.4,0.424,7.3,245000,99,0,High
FL_000284,22,Female,Ukraine,3.4,8,100,1,0,0,Content Writing / Copywriting,201.41,31,80,0.301,10.7,72715,83.5,0,High
FL_000285,22,Male,Other,2.4,4,85.1,0,0,0,Web Development,280,18,90.2,0.35,15.5,245000,85.2,0,High
FL_000286,48,Male,Nigeria,2.4,7,54.8,1,0,1,Mobile App Development,152.77,23,98.5,0.189,19.9,44902,65.3,0,High
FL_000287,42,Female,Germany,12.7,14,100,1,0,0,Virtual Assistant,98.43,39,,0.464,23.1,245000,99,0,High
FL_000288,43,Male,United States,4.1,9,75.2,1,0,1,AI & Machine Learning,,41,100,0.249,6.8,130570,84.9,0,High
FL_000289,25,Male,Germany,0.7,12,80.3,1,0,1,Web Development,74.78,27,80.5,0.456,18.4,114829,77.6,0,High
FL_000290,21,Male,India,2.3,7,95.5,0,0,0,Web Development,80.76,22,94.4,0.366,3.5,15830,92.9,0,Medium
FL_000291,21,Female,United States,5.7,9,75.7,1,0,0,Virtual Assistant,159.65,34,100,0.476,11.4,46387,89.3,0,High
FL_000292,39,Male,United States,2.1,13,82.4,1,0,1,AI & Machine Learning,280,32,100,0.409,18.9,137598,98.5,0,High
FL_000293,50,Male,Nigeria,1.4,14,80,1,0,1,Graphic Design,201.14,25,80.1,0.349,20.3,123730,87.1,1,High
FL_000294,22,Male,Other,18,8,73.2,1,1,1,Data Science & Analytics,280,65,86.5,0.264,22.2,245000,99,0,High
FL_000295,41,Female,Nigeria,10.4,12,84.6,1,0,0,Mobile App Development,188.89,39,86.4,,,54791,99,0,High
FL_000296,32,Male,India,10.8,13,68.9,0,0,0,Video Editing,280,38,89.5,0.389,15.8,245000,99,0,High
FL_000297,46,Male,India,0.5,9,60.8,0,0,1,Accounting & Finance,280,24,100,0.426,31.4,245000,88.4,0,High
FL_000298,26,Male,Philippines,1,6,87.7,1,0,0,SEO / SEM,264.2,24,97.5,0.289,15.4,151419,81.9,0,High
FL_000299,43,Female,United States,2.2,5,99,1,0,1,Web Development,218.35,30,79.2,0.276,8.6,245000,94.6,0,High
FL_000300,24,Male,United Kingdom,6.8,6,67.1,1,1,0,Web Development,280,31,94,,15.3,245000,93.5,0,High
FL_000301,43,Male,Nigeria,5.1,9,70.6,1,0,1,Video Editing,189.19,36,92.7,0.341,6.2,24659,99,0,Medium
FL_000302,31,Male,Other,7.2,13,79.1,1,0,1,Mobile App Development,199.98,22,100,0.309,14.4,59382,86.1,0,High
FL_000303,44,Female,United Kingdom,9.6,11,79.1,0,1,0,Digital Marketing,280,40,93,0.411,15.6,245000,99,0,High
FL_000304,47,Female,India,5.8,11,47.4,1,0,0,Digital Marketing,276,31,82.8,0.275,10.8,245000,80.3,0,High
FL_000305,37,Other,Canada,1.2,15,72.2,1,0,1,Graphic Design,280,22,99.1,0.437,11.8,22778,86.9,0,Medium
FL_000306,51,Female,Brazil,1.3,8,100,0,1,0,Web Development,130.84,24,100,0.347,12.6,45937,70.8,0,High
FL_000307,26,Male,Other,1.7,4,100,1,1,0,AI & Machine Learning,280,36,83.5,0.532,19.8,134058,88.4,0,High
FL_000308,44,Female,India,1.4,4,100,0,0,1,Digital Marketing,280,34,76,0.448,7.7,41494,91.6,1,High
FL_000309,25,Male,United Kingdom,1.1,15,88.9,1,0,1,Mobile App Development,280,30,86.1,0.344,10.6,52426,69.2,0,High
FL_000310,40,Male,Other,5.3,10,70.5,1,0,1,Accounting & Finance,,33,,0.391,22,127323,95.8,0,High
FL_000311,22,Male,United States,0.1,5,83.1,1,0,1,Video Editing,280,26,79.4,0.159,,219675,73.6,1,High
FL_000312,26,Male,Nigeria,5,7,88.6,0,1,1,Web Development,280,22,92.4,0.38,8.6,53425,87.9,1,High
FL_000313,42,Female,India,6.6,13,73.7,1,1,0,Graphic Design,186.07,25,83,0.281,16.6,47587,82.4,0,High
FL_000314,31,Male,Philippines,0.3,8,51.4,0,0,0,Data Science & Analytics,150.05,24,66.3,0.253,42.9,78618,55.3,1,High
FL_000315,51,Female,Germany,0.2,11,93.5,0,0,1,AI & Machine Learning,280,31,81.2,0.329,,245000,81.6,0,High
FL_000316,36,Male,Philippines,1.3,13,71.8,1,0,0,AI & Machine Learning,280,18,85.9,,13.6,64873,79.4,0,High
FL_000317,36,Male,Germany,0.9,12,89,0,0,0,Graphic Design,280,34,100,0.348,10.9,245000,97.5,0,High
FL_000318,21,Female,United Kingdom,3.3,4,53.7,0,0,0,Virtual Assistant,237.44,26,77.2,0.465,12.4,204459,79.2,0,High
FL_000319,29,Female,Other,4.3,12,68.7,1,1,1,Video Editing,280,29,81.7,0.417,3.2,165003,79.2,0,High
FL_000320,48,Female,United Kingdom,3.8,8,85.2,0,1,0,AI & Machine Learning,280,23,86.1,,8.2,28763,86.9,0,Medium
FL_000321,47,Male,United States,1.7,7,89.1,1,1,0,Content Writing / Copywriting,280,29,91.6,0.507,13.9,128673,85.2,0,High
FL_000322,26,Male,United Kingdom,2.6,13,91,1,0,0,Digital Marketing,237.92,34,86,0.275,13.1,57128,91.5,0,High
FL_000323,36,Female,Brazil,3.9,8,77.9,0,1,0,Data Science & Analytics,280,31,98.5,0.324,36.4,183701,92.7,0,High
FL_000324,49,Female,Canada,0.5,12,82.1,1,1,0,AI & Machine Learning,280,19,,0.396,17.1,131496,85.8,0,High
FL_000325,23,Male,United Kingdom,1,11,85.2,1,1,1,Web Development,268.4,27,,0.341,5.8,221828,91.1,0,High
FL_000326,40,Female,Pakistan,8.4,13,84.1,1,0,1,Mobile App Development,280,40,87.4,0.352,15.1,162395,84.8,0,High
FL_000327,48,Female,Canada,1.6,15,88.1,1,0,0,Digital Marketing,280,23,81.2,0.317,18.6,101530,67,0,High
FL_000328,47,Female,Germany,6.1,8,60.6,1,1,0,Content Writing / Copywriting,267.4,32,76.3,0.319,13.9,77403,78.2,0,High
FL_000329,24,Female,Nigeria,1.1,14,100,1,0,0,Web Development,280,23,73.9,0.502,29.7,51014,76,0,High
FL_000330,39,Female,Canada,0.2,13,76.1,0,0,0,AI & Machine Learning,280,17,82,0.312,7.3,28125,66.1,0,Medium
FL_000331,46,Male,Pakistan,2.6,8,77.5,0,1,1,Mobile App Development,78.74,31,84.1,0.315,13.7,21682,64.5,1,Medium
FL_000332,23,Male,United States,8.5,4,74.3,1,0,1,Graphic Design,216.06,42,91.6,0.439,20.4,245000,94,0,High
FL_000333,51,Female,United States,6.5,12,82.7,1,1,1,Video Editing,280,34,82.3,0.293,,245000,79.2,0,High
FL_000334,39,Male,Other,1.1,6,55.9,0,0,0,Virtual Assistant,280,35,82.9,0.388,,245000,82.8,0,High
FL_000335,40,Male,United States,9.1,4,71.2,1,0,0,Virtual Assistant,280,39,95,0.31,12.2,245000,99,0,High
FL_000336,27,Male,United Kingdom,2.5,8,48.5,1,1,1,Video Editing,,27,73.4,0.297,5,48799,70.3,0,High
FL_000337,40,Male,Other,0.2,13,71.5,0,0,1,Graphic Design,280,24,92.4,0.401,,245000,75.2,0,High
FL_000338,29,Female,India,0.1,6,81.5,1,1,0,Mobile App Development,280,28,100,0.434,19.8,165379,99,0,High
FL_000339,21,Female,Canada,2.5,9,88.1,1,0,1,Content Writing / Copywriting,280,30,84.9,0.354,9.5,89642,76.8,1,High
FL_000340,28,Male,Canada,3,10,78.1,0,0,1,Content Writing / Copywriting,280,30,79.5,0.411,17.1,169121,85.4,0,High
FL_000341,27,Male,Other,0.3,14,83.6,1,0,1,Mobile App Development,280,14,87.2,0.304,10.7,53247,74.1,1,High
FL_000342,38,Female,India,9.7,7,52,0,1,0,Mobile App Development,280,37,82.8,0.394,7.5,159089,89.6,0,High
FL_000343,28,Female,India,4.8,7,81.5,0,0,1,Web Development,130,30,76.6,0.147,27.1,20375,79.4,0,Medium
FL_000344,21,Female,Other,6.1,5,99.1,1,0,1,Digital Marketing,265.39,43,95.2,0.437,19.5,245000,99,0,High
FL_000345,31,Male,India,3.3,5,86.4,1,0,1,AI & Machine Learning,146.95,25,68.1,0.51,20.5,49855,73.2,0,High
FL_000346,48,Male,Philippines,4.1,10,67.1,1,1,1,Virtual Assistant,176.44,28,79.7,0.454,19.9,42674,90.1,0,High
FL_000347,45,Male,Ukraine,1.9,14,81.7,1,0,1,Web Development,280,35,65,0.357,7.6,45780,69.4,1,High
FL_000348,45,Female,India,4.3,8,100,1,1,0,AI & Machine Learning,,36,67.3,0.298,11.5,123904,81.3,0,High
FL_000349,38,Female,Other,14.5,8,88.1,0,0,1,Video Editing,280,47,71.7,0.307,10.7,245000,99,0,High
FL_000350,43,Female,Nigeria,4,15,88.5,0,0,0,SEO / SEM,280,28,99.4,0.22,15,204472,93.8,0,High
FL_000351,51,Male,United States,1.6,5,66.4,0,0,1,Content Writing / Copywriting,280,34,86.3,0.43,11.7,178205,81.9,0,High
FL_000352,50,Female,United States,1.3,10,73.2,1,1,0,Virtual Assistant,280,21,100,0.355,13.9,245000,83.3,0,High
FL_000353,30,Female,India,12.6,5,77.9,0,1,0,Web Development,280,41,88.4,,12.2,39931,88.6,0,High
FL_000354,23,Male,India,0.8,15,100,1,1,0,Content Writing / Copywriting,280,29,88.6,0.204,12.1,132557,77.1,1,High
FL_000355,27,Male,Ukraine,6.2,8,64.4,1,0,1,Data Science & Analytics,,36,72.2,0.264,21.5,115702,79.6,0,High
FL_000356,48,Male,United States,2.4,8,83.2,0,1,0,Graphic Design,183.44,21,77.5,,9,16111,82.6,0,Medium
FL_000357,36,Male,India,2.2,6,89.8,1,0,0,Data Science & Analytics,120.56,34,100,0.458,18.1,120518,99,0,High
FL_000358,46,Male,Other,5.2,5,90.9,0,1,0,Digital Marketing,280,30,91.5,,15.3,128700,92.1,0,High
FL_000359,36,Male,Pakistan,0.6,6,75,1,0,0,Mobile App Development,280,23,98.8,0.188,,104937,77.4,0,High
FL_000360,45,Male,India,2.4,14,73.8,0,1,1,Digital Marketing,202.69,32,89.2,0.36,24.4,159795,77.9,0,High
FL_000361,40,Male,Other,0.1,8,100,1,1,1,AI & Machine Learning,280,24,84,,13.4,178034,87.6,0,High
FL_000362,48,Male,India,4.2,15,74.7,1,0,1,AI & Machine Learning,162.08,30,95.9,0.2,11.8,87307,80.2,0,High
FL_000363,37,Female,Other,0.2,9,72.3,0,0,0,AI & Machine Learning,280,28,97.1,0.478,23.6,124074,84.2,0,High
FL_000364,22,Female,Ukraine,0.3,7,93.9,1,1,0,Mobile App Development,280,28,75.4,0.206,24,245000,72.2,1,High
FL_000365,21,Female,Brazil,7.1,10,81.1,1,1,1,Mobile App Development,280,38,95.1,0.338,25.7,65436,87.5,0,High
FL_000366,36,Male,Brazil,2.2,5,58.2,1,1,1,Virtual Assistant,280,24,86.8,0.366,20.9,72915,74,1,High
FL_000367,50,Female,Philippines,0.9,9,94.7,1,1,1,Data Science & Analytics,280,24,88.3,0.301,8.9,120522,85.1,0,High
FL_000368,32,Male,Germany,3.4,12,72.6,1,0,1,Graphic Design,280,28,100,0.259,,220189,98.9,0,High
FL_000369,25,Female,Canada,2.8,13,72.5,1,0,0,Digital Marketing,280,29,90,0.346,10,245000,72.5,0,High
FL_000370,25,Male,India,2,8,100,0,0,1,AI & Machine Learning,189.92,24,,0.223,19.7,65130,91.2,0,High
FL_000371,47,Female,United Kingdom,9,7,75.2,1,0,0,Web Development,280,34,88.4,0.385,15.7,245000,93,0,High
FL_000372,43,Male,Other,5.3,12,80.1,1,0,1,Web Development,,32,97,,3.1,177909,86.7,0,High
FL_000373,29,Female,Philippines,0.6,9,93.6,1,0,1,Video Editing,280,25,87.3,0.555,13.4,87197,96.6,0,High
FL_000374,29,Male,Other,3.2,15,64.1,1,1,1,Web Development,280,31,88.9,0.457,9.8,245000,79.6,0,High
FL_000375,23,Male,Nigeria,0.4,7,87.9,0,1,0,Mobile App Development,280,26,93.9,0.19,31.7,214523,75.1,1,High
FL_000376,39,Male,Pakistan,1.1,4,93.8,1,0,0,Virtual Assistant,280,28,93.4,0.355,8,245000,79.9,0,High
FL_000377,36,Female,United States,9.1,12,100,1,0,0,Video Editing,280,39,100,0.205,,245000,98.3,0,High
FL_000378,36,Female,India,2.4,13,89.6,0,0,0,Web Development,84.06,27,82.4,0.189,4.2,22546,76,0,Medium
FL_000379,23,Female,Philippines,8.5,6,61.3,1,0,0,Graphic Design,280,34,82.2,0.445,,108443,92.2,0,High
FL_000380,40,Male,Pakistan,0.7,9,86,1,0,0,Digital Marketing,280,27,97.5,0.487,28,245000,86.6,0,High
FL_000381,44,Male,Nigeria,0.9,4,57.5,1,1,1,AI & Machine Learning,280,21,97.8,0.379,9.3,66464,80.5,0,High
FL_000382,42,Female,Ukraine,1.7,9,98.7,1,1,0,Digital Marketing,280,25,79.3,0.347,13.8,147887,90.7,0,High
FL_000383,44,Male,Nigeria,1.7,6,96.2,1,1,1,Web Development,,28,91,0.421,10,120086,90.7,0,High
FL_000384,21,Female,Canada,5.2,6,82.6,1,0,0,Accounting & Finance,244.37,45,78.9,0.29,21.5,245000,88.1,0,High
FL_000385,44,Female,India,3.5,14,81.9,1,0,0,Mobile App Development,280,28,,0.199,9.6,245000,99,0,High
FL_000386,40,Female,Nigeria,3.1,10,78.9,1,0,1,Mobile App Development,280,31,92,,20.8,245000,98.9,0,High
FL_000387,31,Male,United States,3.5,14,78.6,1,0,1,AI & Machine Learning,280,28,81.1,0.2,22.5,91143,88.3,0,High
FL_000388,37,Male,Philippines,5,12,94.5,1,1,0,Mobile App Development,224.79,38,74.1,,15.2,53287,74.3,0,High
FL_000389,28,Male,India,8.5,9,74,1,1,0,AI & Machine Learning,280,41,71.1,0.236,14,90106,90.2,0,High
FL_000390,24,Female,India,2,15,100,0,0,0,Web Development,280,29,87,0.245,7.6,245000,93,0,High
FL_000391,26,Male,India,6.2,4,81.8,1,0,0,Graphic Design,280,38,98.7,,9.9,245000,99,0,High
FL_000392,28,Male,United States,2.6,12,98.9,1,0,0,Mobile App Development,134.83,30,76.4,0.193,10.5,78925,83.9,0,High
FL_000393,40,Male,United Kingdom,4.9,8,52.5,1,0,0,Accounting & Finance,,36,98.7,0.127,19.5,245000,93.6,0,High
FL_000394,50,Male,Other,7.9,5,69.8,1,0,1,Web Development,202.09,36,94.1,0.305,15.3,140821,98.7,0,High
FL_000395,23,Female,India,0.1,6,93.7,1,0,1,Web Development,280,25,95.7,0.215,13.6,245000,84.1,0,High
FL_000396,36,Female,Brazil,3,14,84.2,1,0,1,Mobile App Development,201.91,32,76.7,0.247,12.9,80691,68,0,High
FL_000397,50,Male,Philippines,17.3,8,79.5,0,0,0,Digital Marketing,280,52,90.2,0.419,10.5,106310,99,0,High
FL_000398,45,Male,India,2.6,15,96,1,0,0,Content Writing / Copywriting,220.97,29,78.8,0.234,16.9,113921,73,0,High
FL_000399,23,Female,United States,7.6,5,100,1,1,0,Digital Marketing,280,37,92,0.223,20.8,245000,87.1,0,High
FL_000400,45,Male,India,0.8,15,60.5,1,1,1,Video Editing,280,33,93.2,0.383,10.7,123644,74.1,0,High
FL_000401,49,Female,Germany,3.5,15,95,1,0,0,Digital Marketing,,41,86.6,0.422,17.8,151797,92.4,0,High
FL_000402,38,Female,India,7.8,6,71.9,0,0,1,Web Development,280,42,100,0.359,16.9,134401,99,0,High
FL_000403,34,Male,United States,2.1,11,92.7,1,0,0,Mobile App Development,280,26,90.2,0.346,14.6,245000,89.4,0,High
FL_000404,38,Male,India,2.5,9,71.7,0,0,0,AI & Machine Learning,280,31,100,0.107,9.4,127404,77.3,0,High
FL_000405,22,Female,Pakistan,0.3,15,87.5,1,0,0,Virtual Assistant,177.79,18,83.3,0.334,9.6,82096,77.9,0,High
FL_000406,42,Male,Ukraine,0.2,5,88.9,1,0,1,Data Science & Analytics,280,34,87.2,0.184,16.2,245000,83.2,0,High
FL_000407,23,Male,India,2.4,5,67.9,1,1,0,Video Editing,280,35,71.9,0.347,18.3,105773,80.5,0,High
FL_000408,36,Male,Philippines,7,4,71.4,0,0,0,Web Development,280,46,96.5,0.229,20,198350,99,0,High
FL_000409,49,Male,United Kingdom,10.2,10,76,0,0,1,Graphic Design,114.14,32,82.3,0.493,16,71681,98.9,0,High
FL_000410,29,Female,United States,4.1,9,53,1,0,1,Data Science & Analytics,280,37,70.5,0.2,20.9,245000,77.1,0,High
FL_000411,24,Female,United Kingdom,6.7,9,86.3,1,0,0,Mobile App Development,205.76,45,,0.416,14.8,245000,99,0,High
FL_000412,21,Female,Pakistan,5,8,100,1,1,0,Web Development,267.53,29,87.6,0.346,6.1,185752,92.1,0,High
FL_000413,24,Male,Pakistan,4.6,6,58.9,0,0,1,AI & Machine Learning,194.02,26,96.6,0.378,14,94973,88.1,0,High
FL_000414,21,Male,Brazil,5.6,11,89.5,1,0,1,Video Editing,280,39,82.5,0.407,8.1,102047,84.4,0,High
FL_000415,34,Female,Nigeria,2.7,6,84.5,0,0,1,Graphic Design,128.44,29,,0.368,23.6,130901,99,0,High
FL_000416,41,Male,India,2.3,8,68,1,0,1,Data Science & Analytics,280,23,87.3,0.267,11,58848,73.8,0,High
FL_000417,36,Female,India,0.7,11,100,1,0,0,Video Editing,280,22,88.5,0.126,12.5,60965,67.4,0,High
FL_000418,40,Male,United Kingdom,7.1,15,97.4,0,0,0,Mobile App Development,280,33,74,0.436,13.5,101023,80.9,0,High
FL_000419,44,Female,Ukraine,0.2,6,98.8,1,0,1,AI & Machine Learning,280,25,90.4,0.297,20,107450,82.1,0,High
FL_000420,28,Female,United States,1.2,8,79.6,1,0,1,Digital Marketing,280,18,93,0.302,5.8,245000,83.3,0,High
